speed,lightning,age,gender,veg,exercise,muscle,stress,heart
284.0404355278099,1,55.38006968975485,1,0,4.209746967631624,5.662490083880463,7.896280708297231,103.6980221773738
272.8834123124938,1,26.84361509750184,0,0,.7555411111859667,4.902594876538876,8.12834600489564,99.60427517738009
297.9424685020883,1,45.98524680571254,1,1,4.842115909983002,2.292440556243549,4.560554423916702,108.7671591710587
262.6237266348364,0,49.08956162892305,0,1,2.602955545539789,7.04086935720265,9.419282974593262,95.49667893864607
286.5591187341535,0,39.45959443892866,1,1,9.625363734395769,2.955398749841244,7.704227835441201,104.2231578196468
286.6076529763443,0,32.26936527741562,1,1,4.015993137883193,6.106014420321316,6.726671245848067,104.2590690098584
273.3347348772722,0,25.611041284002,0,1,5.131613870978128,7.251961908362591,9.791746329780672,99.32619859903866
288.7836122061755,1,55.4896016297949,1,0,6.412998475706317,5.063413639758227,7.90588180130089,105.4911060221868
284.2569335599613,0,31.64113288949572,1,1,1.155371212448922,9.190607349841619,7.234018089314663,103.3060961703858
264.7612180940511,1,58.99664625294876,0,0,2.629815784265834,1.409766610600282,7.594752991523697,96.70292101135895
271.0516504293051,0,49.30257754522896,1,1,3.790219471812035,8.491740347876531,9.818727429569087,98.57200971094079
312.0631465856497,1,52.36845108747689,0,1,5.183456863574093,2.275586093751579,1.659244041578042,113.8928768501163
297.6887016590791,0,27.75618879359066,0,1,.6902948313222246,9.566128952998767,4.599210498593488,108.3154288885797
281.850557732793,1,41.07582268800402,0,0,5.917592959416151,2.11051952533736,7.333854070203523,102.8548091413099
315.8722725783329,1,58.1499100910582,1,1,4.021807405470862,1.010023674488062,.0797619242723224,115.2789396989168
282.3355649232726,1,40.23439480667091,0,1,.0194602927466447,2.056994674798449,4.334091099474687,103.0961903949349
297.1213863992758,0,26.85222511089413,1,1,7.795124955818286,5.364016346834012,6.683498615412827,108.1183549891563
315.8800030430565,1,42.00339157922536,1,0,5.67534336715171,4.337876005331393,3.11413446910024,115.2443881532858
275.7566519302655,0,9.110754319868608,1,0,5.524132439673765,4.443180246342008,9.23202090215565,100.2704480207201
332.9027319274435,1,63.16788483808129,1,1,8.657573306705201,7.460092762122313,2.653610694583536,121.4391188877785
299.7278269858879,1,49.45920772832248,1,1,5.794527178548452,5.206006914118593,6.047296328239074,109.4001218533971
325.1386667530348,1,35.99542714933708,0,1,3.780320530169998,9.650264294511734,2.968540066732612,118.6144603709703
289.5272867119119,0,34.40072232406364,0,1,3.202152858691458,4.868034188275502,4.638399160741963,105.2879804129165
321.4149771674814,0,20.42150174138277,1,1,8.875841759288967,9.945933458432281,5.687485523495043,116.9015670551633
300.3013442151549,1,38.36637042622182,0,1,2.711397188253435,2.478471662499736,2.927469275901324,109.6355551445067
283.3298268999303,0,23.69176887717193,1,1,6.978923366168813,5.936456966441774,8.950901998129805,102.98931234178
275.5101253480437,1,53.8432667756,0,0,3.033565242437909,.3969293528014128,5.651610913327493,100.5754156256503
289.1992702821952,0,29.05209180825063,0,1,8.792937891617044,1.264777604763925,5.879878155701297,105.226135625512
291.2056293256944,1,20.56027866403335,1,0,8.454061034302685,.1279862645435059,7.229079763944593,106.3087955993735
275.2053074657077,1,9.500164546587724,1,0,.4278598354931606,.8038514255786033,6.617286038076632,100.4447959662916
268.9377041379785,1,50.55463621318585,1,0,1.538175113885045,5.247882950737457,9.067845684360373,98.18090083654432
270.6209377068244,1,48.51269543855088,0,1,3.005363180123636,3.34894663180932,8.10505396029215,98.91985087313392
301.4840179404484,1,38.59830406135381,0,1,8.662340065572064,3.995082725405636,6.479436841724976,109.9994199935459
323.1416449536925,1,38.77164105763198,0,1,2.495303423109871,9.903124227750078,2.728279192733186,117.8769029451632
